372,988.0943588101234
373,881.850100744983
374,810.0326660583631
375,727.5231201186267
376,659.9491471053086
377,595.67385353929
378,536.9882113902822
379,480.37711359630555
380,434.771255476634
381,394.10281159852263
382,357.4572319073605
383,325.46105212446514
384,296.5397849854455
385,270.0405744556752
386,246.18650383747206
387,224.48992793649296
388,204.78617151232882
389,187.08215728509376
390,171.22873058224113
391,157.11933486365388
392,144.52198647555286
393,133.34600047785187
394,123.16601867663792
395,113.88044503247308
396,105.43304431410547
397,97.66664096797216
398,90.69356771725852
399,84.43466295561622
400,78.64507848840525
401,73.54593056067624
402,68.97055099087184
403,64.79429811407302
404,61.075679391944085
405,57.70261118725533
406,54.51303774063157
407,51.60070743261742
408,48.935512343775834
409,46.46963935686907
410,44.30717150320709
411,42.367674789643196
412,40.507511916373936
413,38.89502619991438
414,37.39014431612018
415,35.95218496748255
416,34.701676325373285
417,33.53798874518628
418,32.387341611512085
419,31.363392755531557
420,30.42633857555584
421,29.55962806769016
422,28.833560595828917
423,28.140317273130712
424,27.42123182783499
425,26.808881347684725
426,26.210761140570582
427,25.60604026216436
428,25.15117120257787
429,24.72061602110899
430,24.251746951926552
431,23.854702807782438
432,23.485587356290118
433,23.096892735887863
434,22.80849398903118
435,22.53817542226521
436,22.199412465820153
437,21.931614767707654
438,21.674132685952525
439,21.393797792206378
440,21.201776059466088
441,21.03586031735063
442,20.79623338502178
443,20.640096883022046
444,20.46738217355711
445,20.254789296206162
446,20.124174403491114
447,20.012086886672265
448,19.834617591896965
449,19.71728899225894
450,19.5782526494812
451,19.396962895466856
452,19.320842426066275
453,19.2452489834716
454,19.1065812608107
455,19.01184577824459
456,18.89718369690825
457,18.763371736806086
458,18.715396609861678
459,18.65594961868753
460,18.546077498742747
461,18.479078683481085
462,18.377256099156945
463,18.275637931556677
464,18.2589376654492
465,18.20851407424317
466,18.09422484771755
467,18.04606653269991
468,17.989441269270785
469,17.89857547732427
470,17.8942221185919
471,17.871003021409837
472,17.788432787114505
473,17.74764015387603
474,17.666321942125165
475,17.602261286051476
476,17.60878428247222
477,17.585787546283342
478,17.54665302682919
479,17.507512372445127
480,17.432747081394208
481,17.34364505168292
482,17.33462991900355
